#Digilent WaveForms Logger;;;;
#Device Name: Discovery;;;;
#Serial Number: SN:210244449844;;;;
#Date Time: 2017-02-04 17:52::30.935;;;;
;;;;
Time (s);C1 DC (V);C2 DC (V);Sense-Power (W);Current (A)
13018;0.421311829;12.76728508;0.016136696;0.038301075
13019;0.421148407;12.76800957;0.01612418;0.038286219
13020;0.422498415;12.76741933;0.016227719;0.038408947
13021;0.422926671;12.76813649;0.016260634;0.038447879
13022;0.421394724;12.7680365;0.016143047;0.038308611
13023;0.419186265;12.76722819;0.015974284;0.038107842
13024;0.420359287;12.76699373;0.016063812;0.038214481
13025;0.421800803;12.76711118;0.016174174;0.038345528
13026;0.420970989;12.76841469;0.016110598;0.03827009
13027;0.41856918;12.76780636;0.015927287;0.038051744
13028;0.419352917;12.76797229;0.015986988;0.038122992
13029;0.422209466;12.76766672;0.01620553;0.038382679
13030;0.422146164;12.76802099;0.016200671;0.038376924
13031;0.419813685;12.76778352;0.016022139;0.03816488
13032;0.420153664;12.76764668;0.0160481;0.038195788
13033;0.422397649;12.76783157;0.016219979;0.038399786
13034;0.421856138;12.76773481;0.016178418;0.038350558
13035;0.421094794;12.76713488;0.016120075;0.038281345
13036;0.420274669;12.76759625;0.016057345;0.038206788
13037;0.422105685;12.76812938;0.016197564;0.038373244
13038;0.423325645;12.76797035;0.016291327;0.03848415
13039;0.422678201;12.76749432;0.016241533;0.038425291
13040;0.421264675;12.76806279;0.016133084;0.038296789
13041;0.421996306;12.76783459;0.016189171;0.038363301
13042;0.423644307;12.76823045;0.016315864;0.038513119
13043;0.423546771;12.76782705;0.016308352;0.038504252
13044;0.421742669;12.76757363;0.016169716;0.038340243
13045;0.42178164;12.76851705;0.016172705;0.038343785
13046;0.423735599;12.7685233;0.016322896;0.038521418
13047;0.424018735;12.76828217;0.016344717;0.038547158
13048;0.421867334;12.76836341;0.016179277;0.038351576
13049;0.421721353;12.76813434;0.016168082;0.038338305
13050;0.424541298;12.76839099;0.016385029;0.038594663
13051;0.425201876;12.76816257;0.016436058;0.038654716
13052;0.423666699;12.76830285;0.016317588;0.038515154
13053;0.422593152;12.76812184;0.016234997;0.038417559
13054;0.424452374;12.76800871;0.016378165;0.038586579
13055;0.425940613;12.76782683;0.016493219;0.038721874
13056;0.425328695;12.76793501;0.016445864;0.038666245
13057;0.424428474;12.76763267;0.016376321;0.038584407
13058;0.42539372;12.76832289;0.016450892;0.038672156
13059;0.42711428;12.76842978;0.016584237;0.038828571
13060;0.427255095;12.7685886;0.016595174;0.038841372
13061;0.424988502;12.7679447;0.016419566;0.038635318
13062;0.425577812;12.76782446;0.016465134;0.038688892
13063;0.427986941;12.7671782;0.016652075;0.038907904
13064;0.428478069;12.76732279;0.016690314;0.038952552
13065;0.426787867;12.76784407;0.016558898;0.038798897
13066;0.426693991;12.76831859;0.016551615;0.038790363
13067;0.429424797;12.76818261;0.016764151;0.039038618
13068;0.429982456;12.76834725;0.016807719;0.039089314
13069;0.428956923;12.76806948;0.01672764;0.038996084
13070;0.428710606;12.76850994;0.016708435;0.038973691
13071;0.429724081;12.7688321;0.016787526;0.039065826
13072;0.430778896;12.76854765;0.016870042;0.039161718
13073;0.430328678;12.76864807;0.016834797;0.039120789
13074;0.429016565;12.76878879;0.016732292;0.039001506
13075;0.429876092;12.76869462;0.016799405;0.039079645
13076;0.432407734;12.76883426;0.016997859;0.039309794
13077;0.432819626;12.76859312;0.017030257;0.039347239
13078;0.429666593;12.76902583;0.016783035;0.039060599
13079;0.429659487;12.76877241;0.01678248;0.039059953
13080;0.432452734;12.76857869;0.017001397;0.039313885
13081;0.432821995;12.76859054;0.017030444;0.039347454
13082;0.431655433;12.76916547;0.016938765;0.039241403
13083;0.431240741;12.76898661;0.016906234;0.039203704
13084;0.433777551;12.7691116;0.017105724;0.039434323
13085;0.434200424;12.76897972;0.017139092;0.039472766
13086;0.43319104;12.76917668;0.017059498;0.039381004
13087;0.432466084;12.76911699;0.017002447;0.039315099
13088;0.433703699;12.76877328;0.0170999;0.039427609
13089;0.434832366;12.76897153;0.017189017;0.039530215
13090;0.43484227;12.76881185;0.0171898;0.039531115
13091;0.432251633;12.76863471;0.016985589;0.039295603
13092;0.433228505;12.7685858;0.017062449;0.03938441
13093;0.435512753;12.76858321;0.017242851;0.039592068
13094;0.435270527;12.76814468;0.017223676;0.039570048
13095;0.433128169;12.76894459;0.017054546;0.039375288
13096;0.433360276;12.76902001;0.01707283;0.039396389
13097;0.436421156;12.76904889;0.017314857;0.039674651
13098;0.43618948;12.76874074;0.017296478;0.039653589
13099;0.434601336;12.7687388;0.017170756;0.039509212
13100;0.43387315;12.76895213;0.017113265;0.039443014
13101;0.435768759;12.76880517;0.017263128;0.039615342
13102;0.435736032;12.76914241;0.017260535;0.039612367
13103;0.435451389;12.76917926;0.017237992;0.03958649
13104;0.433750852;12.76902669;0.017103618;0.039431896
13105;0.435897731;12.76907001;0.017273348;0.039627066
13106;0.437039963;12.7690407;0.017363994;0.039730906
13107;0.436372495;12.76877866;0.017310996;0.039670227
13108;0.435244474;12.7693495;0.017221614;0.039567679
13109;0.435366556;12.76933636;0.017231276;0.039578778
13110;0.437451856;12.76912518;0.017396739;0.039768351
13111;0.43732396;12.76956952;0.017386568;0.039756724
13112;0.434799639;12.76957814;0.01718643;0.03952724
13113;0.43443167;12.76943074;0.017157352;0.039493788
13114;0.436916159;12.76912108;0.017354157;0.039719651
13115;0.437142021;12.76914651;0.017372104;0.039740184
13116;0.435453111;12.76913961;0.017238128;0.039586646
13117;0.434223893;12.76930511;0.017140945;0.039474899
13118;0.436038976;12.76982445;0.017284544;0.039639907
13119;0.436840369;12.76946587;0.017348137;0.039712761
13120;0.435935842;12.76928572;0.017276369;0.039630531
13121;0.43476648;12.76946242;0.017183808;0.039524225
13122;0.436404361;12.76916073;0.017313524;0.039673124
13123;0.437753724;12.76935187;0.017420757;0.039795793
13124;0.43717927;12.76917711;0.017375065;0.03974357
13125;0.43473526;12.76963158;0.017181341;0.039521387
13126;0.435298733;12.77003154;0.017225908;0.039572612
13127;0.437743819;12.76966154;0.017419968;0.039794893
13128;0.437412023;12.76975743;0.017393571;0.039764729
13129;0.435092033;12.76937321;0.017209552;0.039553821
13130;0.434874998;12.76937364;0.017192388;0.039534091
13131;0.437254845;12.76947514;0.017381073;0.03975044
13132;0.437440014;12.76909932;0.017395797;0.039767274
13133;0.43545548;12.76946264;0.017238316;0.039586862
13134;0.43439076;12.76923443;0.017154121;0.039490069
13135;0.435637634;12.76914177;0.017252741;0.039603421
13136;0.437063217;12.76965529;0.017365841;0.03973302
13137;0.436038546;12.76936933;0.01728451;0.039639868
13138;0.434126357;12.76947514;0.017133245;0.039466032
13139;0.435706965;12.76966154;0.017258233;0.039609724
13140;0.437697958;12.76928529;0.017416318;0.039790723
13141;0.437946859;12.76956263;0.017436132;0.039813351
13142;0.435695553;12.76948807;0.017257329;0.039608687
13143;0.435721175;12.76932106;0.017259358;0.039611016
13144;0.437911548;12.76957297;0.01743332;0.039810141
13145;0.43774059;12.76972058;0.017419711;0.039794599
13146;0.435994622;12.76978846;0.017281028;0.039635875
13147;0.435504141;12.76969321;0.017242169;0.039591286
13148;0.437058695;12.76988953;0.017365482;0.039732609
13149;0.437735853;12.76954431;0.017419334;0.039794168
13150;0.436057063;12.76990375;0.017285978;0.039641551
13151;0.435042726;12.76962081;0.017205652;0.039549339
13152;0.436774053;12.76939045;0.01734287;0.039706732
13153;0.43712372;12.77013497;0.01737065;0.03973852
13154;0.437075705;12.77029099;0.017366834;0.039734155
13155;0.434992774;12.77026298;0.017201701;0.039544798
13156;0.435855315;12.77001581;0.017269987;0.03962321
13157;0.437903796;12.76972489;0.017432703;0.039809436
13158;0.438020711;12.77031383;0.017442013;0.039820065
13159;0.435651845;12.77084955;0.017253866;0.039604713
13160;0.435818497;12.76999275;0.017267069;0.039619863
13161;0.43851959;12.770497;0.017481766;0.039865417
13162;0.438786577;12.77039292;0.01750306;0.039889689
13163;0.436778789;12.77072176;0.017343246;0.039707163
13164;0.435836367;12.77121632;0.017268485;0.039621488
13165;0.436990657;12.77120619;0.017360076;0.039726423
13166;0.438078199;12.77161304;0.017446592;0.039825291
13167;0.436388213;12.77073749;0.017312243;0.039671656
13168;0.434255975;12.77074827;0.017143477;0.039477816
13169;0.436240509;12.77119973;0.017300526;0.039658228
13170;0.437072691;12.77106418;0.017366594;0.039733881
13171;0.436894197;12.77084632;0.017352413;0.039717654
13172;0.434649997;12.77005654;0.017174602;0.039513636
13173;0.43552481;12.77036814;0.017243806;0.039593165
13174;0.437834035;12.76979148;0.017427149;0.039803094
13175;0.438094132;12.77001926;0.017447861;0.039826739
13176;0.435291627;12.77022117;0.017225346;0.039571966
13177;0.435230909;12.76963352;0.01722054;0.039566446
13178;0.437438722;12.770152;0.017395694;0.039767157
13179;0.437527646;12.769821;0.017402767;0.039775241
13180;0.435513399;12.76982919;0.017242902;0.039592127
13181;0.434518871;12.76981109;0.017164241;0.039501716
13182;0.435957373;12.76967554;0.017278076;0.039632488
13183;0.436828311;12.77016988;0.017347179;0.039711665
13184;0.435714285;12.77060669;0.017258813;0.03961039
13185;0.433774106;12.77017269;0.017105452;0.03943401
13186;0.435589189;12.77012571;0.017248904;0.039599017
13187;0.43653764;12.77085321;0.017324101;0.03968524
13188;0.436130269;12.77046058;0.017291783;0.039648206
13189;0.433069389;12.7701033;0.017049918;0.039369944
13190;0.433479128;12.76941674;0.017082196;0.039407193
13191;0.436030364;12.77005072;0.017283862;0.039639124
13192;0.435801702;12.76982014;0.017265739;0.039618337
13193;0.433306663;12.77009231;0.017068606;0.039391515
13194;0.432849124;12.76991582;0.017032579;0.03934992
13195;0.435044233;12.77029142;0.017205771;0.039549476
13196;0.435155765;12.76998607;0.017214595;0.039559615
13197;0.433766355;12.76988199;0.017104841;0.039433305
13198;0.432281992;12.76978351;0.016987975;0.039298363
13199;0.433885422;12.76990591;0.017114233;0.039444129
13200;0.435093325;12.77029164;0.017209655;0.039553939
13201;0.434043031;12.77018605;0.017126668;0.039458457
13202;0.432453165;12.77005869;0.017001431;0.039313924
13203;0.433731044;12.77070215;0.017102056;0.039430095
13204;0.435529978;12.77037956;0.017244215;0.039593634
13205;0.434823108;12.76993715;0.017188285;0.039529373
13206;0.432353045;12.76952858;0.01699356;0.039304822
13207;0.432531323;12.76958396;0.017007577;0.039321029
13208;0.434851959;12.76966369;0.017190566;0.039531996
13209;0.434566025;12.76986582;0.017167966;0.039506002
13210;0.432625415;12.7701632;0.017014977;0.039329583
13211;0.432191345;12.77004921;0.016980851;0.039290122
13212;0.434018701;12.76946156;0.017124748;0.039456246
13213;0.434178032;12.76972963;0.017137324;0.03947073
13214;0.432646085;12.77057544;0.017016603;0.039331462
13215;0.431366484;12.77054484;0.016916095;0.039215135
13216;0.432976158;12.77088597;0.017042578;0.039361469
13217;0.433889298;12.76980398;0.017114538;0.039444482
13218;0.433262955;12.770088;0.017065163;0.039387541
13219;0.430596096;12.76960874;0.016855727;0.0391451
13220;0.431809166;12.76986755;0.016950832;0.039255379
13221;0.433721354;12.7700908;0.017101292;0.039429214
13222;0.433501305;12.7699044;0.017083944;0.03940921
13223;0.430432889;12.77041576;0.016842952;0.039130263
13224;0.430074825;12.77049916;0.016814941;0.039097711
13225;0.433102116;12.77029595;0.017052495;0.03937292
13226;0.432454887;12.77052954;0.017001566;0.039314081
13227;0.430330831;12.77040757;0.016834966;0.039120985
13228;0.429775971;12.77033948;0.016791581;0.039070543
13229;0.431796247;12.77102668;0.016949818;0.039254204
13230;0.432964532;12.77063621;0.017041662;0.039360412
13231;0.431528829;12.7699809;0.01692883;0.039229894
13232;0.430478751;12.77039098;0.016846541;0.039134432
13233;0.432107373;12.77061746;0.016974253;0.039282488
13234;0.433313984;12.77107776;0.017069183;0.03939218
13235;0.432213092;12.77117516;0.01698256;0.039292099
13236;0.430122409;12.77095665;0.016818662;0.039102037
13237;0.431051051;12.77096635;0.016891364;0.039186459
13238;0.432633597;12.77146392;0.017015621;0.039330327
13239;0.432726827;12.7713232;0.017022955;0.039338802
13240;0.429439869;12.77106569;0.016765327;0.039039988
13241;0.429375706;12.77103595;0.016760318;0.039034155
13242;0.431472417;12.77112646;0.016924404;0.039224765
13243;0.431143635;12.77156434;0.016898621;0.039194876
13244;0.429161685;12.77163588;0.016743614;0.039014699
13245;0.428226153;12.7716598;0.016670694;0.03892965
13246;0.430215639;12.77113185;0.016825954;0.039110513
13247;0.430795475;12.77068879;0.01687134;0.039163225
13248;0.42945451;12.77087606;0.016766471;0.039041319
13249;0.428361154;12.77112883;0.016681207;0.038941923
13250;0.429275586;12.77001085;0.016752503;0.039025053
13251;0.430689972;12.77082391;0.016863077;0.039153634
13252;0.430087959;12.77175182;0.016815968;0.039098905
13253;0.428149933;12.77194749;0.01666476;0.038922721
13254;0.428636754;12.77179815;0.016702679;0.038966978
13255;0.430242769;12.77181733;0.016828076;0.039112979
13256;0.430102385;12.7720548;0.016817096;0.039100217
13257;0.427634906;12.77162101;0.016624692;0.038875901
13258;0.428115483;12.7720729;0.016662079;0.038919589
13259;0.430806241;12.77197227;0.016872183;0.039164204
13260;0.431512035;12.77186646;0.016927512;0.039228367
13261;0.429476257;12.77203929;0.016768169;0.039043296
13262;0.428891468;12.77179492;0.016722536;0.038990133
13263;0.430796121;12.77203993;0.016871391;0.039163284
13264;0.431768256;12.77194856;0.016947621;0.03925166
13265;0.430999807;12.77167467;0.016887348;0.039181801
13266;0.429161039;12.77145724;0.016743563;0.03901464
13267;0.431074951;12.77140121;0.016893238;0.039188632
13268;0.433040537;12.77148547;0.017047646;0.039367322
13269;0.432222135;12.77191969;0.01698327;0.039292921
13270;0.429647861;12.77209812;0.016781571;0.039058896
13271;0.430934998;12.77208669;0.01688227;0.039175909
13272;0.433240777;12.77234981;0.017063416;0.039385525
13273;0.433701546;12.77259914;0.01709973;0.039427413
13274;0.432276824;12.77235757;0.016987568;0.039297893
13275;0.432689362;12.77175785;0.017020008;0.039335397
13276;0.435440408;12.77202226;0.017237123;0.039585492
13277;0.436032086;12.77227956;0.017283998;0.039639281
13278;0.434056596;12.77219854;0.017127739;0.039459691
13279;0.43290123;12.77180979;0.01703668;0.039354657
13280;0.434751839;12.77234248;0.017182651;0.039522894
13281;0.434774232;12.77211169;0.017184421;0.03952493
13282;0.433853341;12.77230736;0.017111702;0.039441213
13283;0.431920697;12.77258578;0.01695959;0.039265518
13284;0.432490845;12.77244075;0.017004394;0.03931735
13285;0.433764202;12.77211492;0.017104671;0.039433109
13286;0.433515946;12.77254052;0.017085098;0.039410541
13287;0.431497178;12.77253707;0.016926347;0.039227016
13288;0.432399121;12.77211169;0.016997182;0.039309011
13289;0.434034634;12.77224961;0.017126006;0.039457694
13290;0.434284611;12.77193736;0.017145739;0.039480419
13291;0.432314719;12.77207247;0.016990547;0.039301338
13292;0.432616156;12.7720882;0.017014249;0.039328741
13293;0.43472148;12.77250389;0.017180251;0.039520135
13294;0.434965429;12.77229982;0.017199539;0.039542312
13295;0.433574296;12.77271119;0.017089697;0.039415845
13296;0.432901014;12.77263836;0.017036663;0.039354638
13297;0.435230694;12.7726112;0.017220523;0.039566427
13298;0.435826032;12.77236748;0.017267666;0.039620548
13299;0.434510043;12.77258858;0.017163543;0.039500913
13300;0.432797234;12.7725972;0.017028495;0.039345203
13301;0.434238104;12.77268404;0.017142066;0.039476191
13302;0.436333524;12.77335379;0.017307904;0.039666684
13303;0.436159121;12.77297108;0.017294071;0.039650829
13304;0.434562364;12.77255087;0.017167677;0.039505669
13305;0.435814836;12.77284351;0.017266779;0.039619531
13306;0.437648867;12.77323333;0.017412412;0.039786261
13307;0.437643484;12.77316071;0.017411984;0.039785771
13308;0.435697276;12.77287971;0.017257465;0.039608843
13309;0.435495743;12.77284652;0.017241504;0.039590522
13310;0.438097362;12.77295405;0.017448118;0.039827033
13311;0.438655882;12.77358868;0.017492635;0.039877807
13312;0.437194773;12.77308098;0.017376297;0.039744979
13313;0.436216609;12.77316524;0.01729863;0.039656055
13314;0.438383943;12.77321631;0.017470953;0.039853086
13315;0.439167464;12.77420003;0.01753346;0.039924315
13316;0.438586336;12.77398842;0.017487089;0.039871485
13317;0.43709616;12.77349559;0.017368459;0.039736015
13318;0.438404182;12.77343762;0.017472566;0.039854926
13319;0.440324768;12.77314002;0.017625991;0.040029524
13320;0.440593263;12.77310188;0.017647493;0.040053933
13321;0.43833356;12.77331414;0.017466937;0.039848505
13322;0.438859137;12.77390265;0.017508849;0.039896285
13323;0.441065443;12.77384296;0.017685339;0.040096858
13324;0.441109582;12.77440992;0.017688878;0.040100871
13325;0.439467179;12.77452672;0.0175574;0.039951562
13326;0.439414212;12.77453663;0.017553168;0.039946747
13327;0.441923032;12.77570956;0.017754179;0.040174821
13328;0.441907314;12.77513958;0.017752916;0.040173392
13329;0.440363309;12.77533482;0.017629077;0.040033028
13330;0.439456629;12.77542899;0.017556557;0.039950603
13331;0.442239971;12.77516523;0.017779654;0.040203634
13332;0.442543131;12.77533159;0.017804038;0.040231194
13333;0.4418326;12.77556044;0.017746913;0.0401666
13334;0.440341132;12.77563026;0.017627301;0.040031012
13335;0.441388196;12.77525013;0.017711231;0.0401262
13336;0.443248064;12.77592139;0.017860804;0.040295279
13337;0.443319978;12.77570633;0.0178666;0.040301816
13338;0.441027978;12.77557315;0.017682334;0.040093453
13339;0.441934658;12.77526392;0.017755113;0.040175878
13340;0.444589675;12.7754292;0.017969089;0.040417243
13341;0.444868504;12.77581063;0.017991635;0.040442591
13342;0.443430648;12.77600802;0.017875522;0.040311877
13343;0.443191652;12.77609529;0.017856258;0.04029015
13344;0.445745256;12.77633621;0.018062621;0.040522296
