#Digilent WaveForms Logger
#Device Name: Discovery
#Serial Number: SN:210244449844
#Date Time: 2017-02-05 17:38::12.670

Time (s),C1 DC (V),C2 DC (V),Sense-Power (W),Current (A),Battery Power (W)
32,-0.0092951666613970228,12.472444009232529,7.8545566602860609e-06,-0.00084501515103609299,-0.010539404158250838
33,-0.0089937294058032302,12.472471161340026,7.3533789658917931e-06,-0.00081761176416393004,-0.01019763914970696
34,-0.0092146398516880917,12.472547876818366,7.7190534178471213e-06,-0.00083769453197164473,-0.010448185156165291
35,-0.0083719074099786496,12.472275493771942,6.3717121528414014e-06,-0.00076108249181624089,-0.0094924305114185859
36,-0.0087099477608945167,12.47231342052547,6.8966536361374001e-06,-0.00079181343280859239,-0.0098757453045709501
37,-0.0084037736341414006,12.472394876847593,6.4203101176263778e-06,-0.00076397942128558186,-0.0095286530200592804
38,-0.0096711019815873111,12.472418581068405,8.5027466852965477e-06,-0.00087919108923521013,-0.010965639277687005
39,-0.010084501646401248,12.472463403595031,9.2451975869335891e-06,-0.00091677287694556797,-0.011434416157112126
40,-0.0093907653338851441,12.47245952472255,8.0169521414635417e-06,-0.00085370593944410396,-0.010647812775731827
41,-0.0097400019257229565,12.472559082449992,8.6243306830079005e-06,-0.00088545472052026881,-0.011043886316523298
42,-0.0093300472581157971,12.47241771909675,7.913616530788555e-06,-0.00084818611437416337,-0.010578931522012138
43,-0.0092955972860477645,12.472353933193432,7.8552844458525973e-06,-0.000845054298731615,-0.010539816306547274
44,-0.0098437824665773901,12.472340572632698,8.8090957499360407e-06,-0.00089488931514339906,-0.011161364313278506
45,-0.010012156705058737,12.472319023341042,9.1130256260593298e-06,-0.00091019606409624876,-0.011352255685197786
46,-0.0091832042521764745,12.47222851631612,7.6664763942901892e-06,-0.00083483675019786134,-0.010412274722286443
47,-0.0087853070747928239,12.471960874114323,7.0165109453095311e-06,-0.00079866427952662031,-0.0099609096458087142
48,-0.0090488493611120598,12.472297905035211,7.4437886145543756e-06,-0.00082262266919200548,-0.010259994993597922
49,-0.00898856190999325,12.47230393883701,7.3449313827074092e-06,-0.00081714199181756814,-0.010191643283135375
50,-0.0086018609735315672,12.4721724881579,6.7265465643604945e-06,-0.00078198736123014252,-0.0097530812528217759
51,-0.0089450688202575603,12.472449612048454,7.2740232908312711e-06,-0.00081318807456886915,-0.010142447285178921
52,-0.0086203778335179494,12.472170764214642,6.7555376356916018e-06,-0.00078367071213799537,-0.0097740749446987747
53,-0.0087973645650167107,12.472456507821704,7.0357839354374234e-06,-0.00079976041500151921,-0.0099749769927838846
54,-0.0075007537413127826,12.472391428960917,5.1146642443470648e-06,-0.0006818867037557075,-0.0085047578794450983
55,-0.0084050655080939087,12.472121631829522,6.4222841995772651e-06,-0.00076409686437217347,-0.0095299090309492931
56,-0.0088765995007727139,12.472219896599709,7.1630926088289441e-06,-0.00080696359097933758,-0.010064627355244044
57,-0.0083899936453143403,12.472420735997584,6.3992721244013648e-06,-0.00076272669502857639,-0.0095130482469733216
58,-0.008622530956772359,12.47237893037183,6.7589127364088783e-06,-0.00078386645061566905,-0.0097766794028842207
59,-0.0082483181351852355,12.472391428961167,6.1849774599296031e-06,-0.00074984710319865773,-0.0093523865829662992
60,-0.0084464054745752165,12.472237567018688,6.4856150400849266e-06,-0.00076785504314320148,-0.0095768705151153943
61,-0.0081062120004053839,12.47227764870113,5.9736975450469324e-06,-0.00073692836367321673,-0.009191175158935359
62,-0.0088847813691388406,12.47232031629861,7.1763036343087872e-06,-0.00080770739719444005,-0.010073985379652886
63,-0.0084774104494363886,12.472452628949176,6.5333170843830252e-06,-0.00077067367722148986,-0.0096121909315230996
64,-0.0083542517992939262,12.472312558553524,6.3448657387277995e-06,-0.00075947743629944779,-0.0094724399666956376
65,-0.0086061672200400344,12.472033710719691,6.7332831108446921e-06,-0.0007823788381854577,-0.0097578552444027335
66,-0.0084916210629144579,12.471824682591539,6.5552389341938616e-06,-0.00077196555117404163,-0.0096278190152427941
67,-0.008743967108311497,12.47224058391938,6.9506327992030288e-06,-0.00079490610075559067,-0.0099142601302489846
68,-0.0087822927022369584,12.472193175478024,7.0116968279785947e-06,-0.00079839024565790532,-0.0099576773732627504
69,-0.0088184651729082911,12.471898812154082,7.0695752732542238e-06,-0.00080167865208257197,-0.0099984550286379148
70,-0.008741383360406375,12.471379043240074,6.9465257321444946e-06,-0.00079467121458239769,-0.009910645931809051
71,-0.0095617233202719299,12.472020350159307,8.3115048048574599e-06,-0.00086924757457017548,-0.010841273439365848
72,-0.0093240185130037817,12.472328505029505,7.9033928391670226e-06,-0.00084763804663670747,-0.010572020171014536
73,-0.009013968764393138,12.472344882491013,7.3865120804959235e-06,-0.00081945170585392166,-0.01022048428995569
74,-0.008425304866683879,12.472278510672886,6.4532510996879147e-06,-0.00076593680606217083,-0.0095529771667826405
75,-0.0084464054745753813,12.472444009232559,6.485615040085179e-06,-0.00076785504314321644,-0.0095770290328106179
76,-0.0078301815992116892,12.472267305041111,5.573794897875757e-06,-0.00071183469083742627,-0.008878192541125679
77,-0.0080192258209340825,12.472400910649277,5.8461802515578098e-06,-0.0007290205291758257,-0.0090926363119745862
78,-0.0084709510796737632,12.47212723464574,6.523364744929645e-06,-0.00077008646178852388,-0.0096046163331046253
79,-0.008413247376460025,12.47230738672355,6.4347937652283177e-06,-0.00076484067058727497,-0.0095393279454322622
80,-0.0098002893768416952,12.472306093765978,8.7314247154396532e-06,-0.00089093539789469954,-0.011112018992313878
81,-0.0088912407389013584,12.472312989539322,7.1867419888271976e-06,-0.00080829461262739617,-0.010081303396447328
82,-0.0089532506886235048,12.471923378346762,7.2873361721215696e-06,-0.00081393188078395494,-0.010151296052331157
83,-0.0080136277004731575,12.472143181121405,5.8380208110718818e-06,-0.00072851160913392336,-0.0090861010982274462
84,-0.0078904690503304783,12.472038020578166,5.6599547122021055e-06,-0.00071731536821186166,-0.0089463845450833655
85,-0.0086401865674569107,12.471968631859205,6.7866203564057128e-06,-0.00078547150613244643,-0.0097963759857030777
86,-0.0082470262612327032,12.472054829025788,6.1830401957692602e-06,-0.00074972966011206395,-0.0093506694278645292
87,-0.0083266918216396181,12.472180676888696,6.3030724265963734e-06,-0.00075697198378541983,-0.0094410913491146161
88,-0.0093692341013429624,12.471722538948596,7.9802316041607153e-06,-0.00085174855466754208,-0.010622771646764074
89,-0.0088774607500743084,12.471814338931125,7.1644826699190819e-06,-0.00080704188637039168,-0.010065276570552275
90,-0.0088171732989556842,12.472116029014016,7.0675040894379156e-06,-0.00080156120899597125,-0.0099971644029545077
91,-0.0085721478726230455,12.472038451563886,6.6801562863741633e-06,-0.00077928617023845866,-0.0097192870799860179
92,-0.0095686133146855087,12.471922085389263,8.3234873423615273e-06,-0.00086987393769868266,-0.010848999975088723
93,-0.0088343982849895183,12.471929412148244,7.0951448234387035e-06,-0.0008031271168172289,-0.010016544709926616
94,-0.0085966934777214881,12.471584623482117,6.718467159081743e-06,-0.00078151758888377163,-0.0097467627445036661
95,-0.0085398510238093549,12.472222482514606,6.6299141371688812e-06,-0.00077635009307357769,-0.0096828110851345829
96,-0.008299993093287222,12.472243169834606,6.2627168498741437e-06,-0.0007545448266624747,-0.0094108665606750866
97,-0.0077879803834285874,12.47228325151687,5.5138762229698622e-06,-0.00070799821667532617,-0.0088303542999434836
98,-0.0085863584861011217,12.472105254368214,6.7023229138037036e-06,-0.00078057804419101107,-0.0097354515263991734
99,-0.0085036785531381037,12.472103530424867,6.5738680850091776e-06,-0.00077306168664891851,-0.0096417053912901795
100,-0.0084593242141008645,12.472345313476767,6.5054696508430185e-06,-0.00076902947400916955,-0.0095916011560837691
101,-0.0092421998293428786,12.47227807968695,7.7652961532277747e-06,-0.00084019998448571628,-0.010479207849054513
102,-0.0088593745147388953,12.472371603612768,7.1353197084004577e-06,-0.00080539768315808144,-0.010045219193036367
103,-0.0086436315646639204,12.472548307804161,6.7920333296049497e-06,-0.00078578468769672008,-0.0098007374768301469
104,-0.008244873137978604,12.472275924757847,6.179812096487378e-06,-0.00074953392163441856,-0.0093483938855902938
105,-0.0082862131044599847,12.472354795165202,6.2419388738658525e-06,-0.00075329210040545318,-0.0093953263406520212
106,-0.0088176039236064364,12.472518138795836,7.0681944503272388e-06,-0.00080160035669149424,-0.0099979749888998732
107,-0.0086061672200400414,12.472363845867621,6.7332831108447031e-06,-0.00078237883818545835,-0.0097581135351562237
108,-0.0087564552231861985,12.472306955737633,6.9705007341513503e-06,-0.00079604138392601808,-0.0099284724897954861
109,-0.0080450632999848459,12.472147490979589,5.8839130455239148e-06,-0.00073136939090771326,-0.0091217469137889057
110,-0.0087693739627114544,12.472104392396316,6.9910836088983273e-06,-0.00079721581479195037,-0.0099429588653544929
111,-0.0086759284134775398,12.472257823352829,6.8428848941624455e-06,-0.00078872076486159455,-0.0098371287299858483
112,-0.0092193767228477223,12.472260409267879,7.7269915597987634e-06,-0.00083812515662252019,-0.010453315208954499
113,-0.009957897999051989,12.472234550117806,9.0145211417748744e-06,-0.00090526345445927177,-0.011290658133665926
114,-0.010044884178523264,12.472281958559581,9.1726998327224544e-06,-0.00091317128895666041,-0.011389329792328755
115,-0.0093864590873766023,12.472319023341102,8.0096012908177101e-06,-0.00085331446248878206,-0.010642810203390923
116,-0.0094282296785089016,12.472498313447502,8.0810468064287325e-06,-0.00085711178895535474,-0.010690325342181633
117,-0.010346752058767736,12.472490555702487,9.7322980150558526e-06,-0.00094061382352433962,-0.011731797030470533
118,-0.0098674668223738844,12.472362983895993,8.8515364991499412e-06,-0.00089704243839762584,-0.011188238903654351
119,-0.0093291860088140343,12.472425045855914,7.9121555988228666e-06,-0.00084810781898309398,-0.010577961203070975
120,-0.0086363109455993778,12.472498313447504,6.78053334082542e-06,-0.00078511917687267073,-0.0097923976093996778
121,-0.0093003341572070984,12.472363845867703,7.8632923123375526e-06,-0.00084548492338246345,-0.010545195590621663
122,-0.008864972635199652,12.472290147290218,7.1443399838944238e-06,-0.00080590660319996839,-0.010051500986727092
123,-0.0095647376928278752,12.472097496622887,8.3167461029638465e-06,-0.00086952160843889773,-0.010844758275870283
124,-0.0095793789309566117,12.472436682473408,8.342227336623221e-06,-0.00087085263008696468,-0.010861654288525103
125,-0.0092107642298308121,12.472404358535943,7.7125616088664352e-06,-0.00083734220271189201,-0.010443670538689888
126,-0.009172008011254399,12.472327643057668,7.6477937235013529e-06,-0.00083381891011403628,-0.010399662641919511
127,-0.008630282200487489,12.472453921906764,6.7710700781864704e-06,-0.00078457110913522632,-0.0097855270071483934
128,-0.0074219494302074918,12.47250477823501,5.0077575767779371e-06,-0.00067472267547340832,-0.0084154817938255945
129,-0.0077182191899910291,12.472319885312663,5.4155370422496159e-06,-0.00070165628999918443,-0.0087512816984115366
130,-0.0084240129927312529,12.472310834610175,6.4512722637913594e-06,-0.00076581936297556849,-0.0095515371381944443
131,-0.0095681826900345657,12.472323333199453,8.3227381808979176e-06,-0.00086983479000314232,-0.010848860747384838
132,-0.0090621987252880939,12.472270321942,7.4657677942375601e-06,-0.00082383624775346314,-0.010275108382995574
133,-0.0093365066278783878,12.472142750135411,7.9245778193106421e-06,-0.0008487733298071262,-0.010586022131862242
134,-0.0096478482504414945,12.472240583919438,8.4619068966860906e-06,-0.00087707711367649951,-0.010939116772422959
135,-0.0085751622451789525,12.472206536038822,6.6848552301038663e-06,-0.00077956020410717755,-0.0097228358729012972
136,-0.0087555939738842483,12.471918206516744,6.969129621410742e-06,-0.00079596308853493167,-0.0099271865356141131
137,-0.0083891323960125618,12.472050519167409,6.3979583961661335e-06,-0.00076264839963750559,-0.009511789368641145
138,-0.0091285149215187423,12.471738916410189,7.575434970217302e-06,-0.00082986499286534022,-0.010349859526885127
139,-0.0082065475440530576,12.472186279704601,6.1224929629821151e-06,-0.00074604977673209611,-0.0093048717893347305
140,-0.0080950157594833032,12.472053105082168,5.957207286025731e-06,-0.00073591052358939124,-0.0091783151307957105
141,-0.0084636304606094444,12.472004834669178,6.5120945976141849e-06,-0.00076942095096449491,-0.0095962218203249367
142,-0.007703147327211517,12.472301783907783,5.3944071586114488e-06,-0.00070028612065559245,-0.0087341798318986072
143,-0.0078258753527031492,12.472347468405992,5.5676659123678758e-06,-0.00071144321388210449,-0.0088733669675770885
144,-0.0078288897252591048,12.472269459970265,5.5719558482061434e-06,-0.00071171724775082772,-0.0088767292932567399
145,-0.0081010445045951712,12.472296612077677,5.9660838241301484e-06,-0.00073645859132683369,-0.0091853299935411668
146,-0.0090432512406508538,12.472069051558011,7.4345811819575641e-06,-0.00082211374915007766,-0.010253459447635008
147,-0.0091220555517559591,12.471730296693673,7.5647179535747008e-06,-0.00082927777743235993,-0.010342528781177956
148,-0.00980760999590621,12.472135423376354,8.7444739847090373e-06,-0.0008916009087187464,-0.011120167277145624
149,-0.008484731068500723,12.471837612165581,6.5446055731619474e-06,-0.00077133918804552024,-0.0096200170972033806
150,-0.0085794684916874562,12.472134130418697,6.6915708727143484e-06,-0.00077995168106249598,-0.0097276619814569958
151,-0.0086965983967180471,12.471461792519976,6.8755294248908098e-06,-0.00079059985424709516,-0.0098599358754145102
152,-0.0086371721949009758,12.471422572809059,6.7818857749427761e-06,-0.00078519747226372504,-0.009792529479702437
153,-0.0083727686592803049,12.472056121983199,6.3730231838024101e-06,-0.00076116078720730041,-0.0094932400559023626
154,-0.0088378432821962939,12.472209121953799,7.1006794436965598e-06,-0.0008034402983814813,-0.010020675418418792
155,-0.0085725784972738549,12.47218196984613,6.6808274629020057e-06,-0.00077932531793398685,-0.0097198871789808735
156,-0.0078560190782626192,12.472341003618622,5.6106396143660233e-06,-0.00071418355256932901,-0.0089075408068204579
157,-0.0081320494794562409,12.472386688116783,6.0118389760295019e-06,-0.00073927722540511286,-0.009220551424970639
158,-0.0077328604281199269,12.472296181091863,5.436102763707554e-06,-0.00070298731164726612,-0.0087678659624142331
159,-0.0077035779518623716,12.472228516316127,5.3950102964018232e-06,-0.00070032526835112465,-0.008734616782625642
160,-0.0080644414092730168,12.472155679710637,5.9122922948724875e-06,-0.00073313103720663787,-0.0091437244296689191
161,-0.0087327708673891231,12.472421166983418,6.9328442747563803e-06,-0.00079388826067173851,-0.0099017087466218411
162,-0.0085760234944807414,12.472424614870055,6.6861980888986963e-06,-0.00077963849949824922,-0.009723982411842318
163,-0.007998555837693282,12.472350485306855,5.8160814080633898e-06,-0.00072714143979029841,-0.0090691628894552529
164,-0.0075459693296518063,12.472413840224261,5.1765139203677944e-06,-0.00068599721178652781,-0.0085560411186415431
165,-0.0076893673383843656,12.472431079657539,5.3751245513283873e-06,-0.00069903339439857874,-0.00871864583401534
166,-0.0073982650744108735,12.472159127596973,4.9758478282952479e-06,-0.00067256955221917027,-0.0083883944796541345
167,-0.0072789820461259397,12.472169040271138,4.8166890570748883e-06,-0.00066172564055690358,-0.0082531540473073997
168,-0.0077953010024928802,12.471899243140058,5.5242470654060459e-06,-0.00070866372749935275,-0.0088383826066399905
169,-0.0076437211253944327,12.472087152963196,5.3114975129819206e-06,-0.00069488373867222114,-0.0086666505498968448
170,-0.0077819516383166535,12.472401341635075,5.505342845554477e-06,-0.00070745014893787764,-0.0088236021867527173
171,-0.0079976945883916441,12.472422459940892,5.8148289753808179e-06,-0.00072706314439924041,-0.0090682386920003331
172,-0.0079761633558491658,12.47236729375431,5.7835619890173668e-06,-0.00072510575962265143,-0.0090437853608304319
173,-0.0076183142709945056,12.471835026250977,5.2762465756035047e-06,-0.00069257402463586415,-0.0086376689787251784
174,-0.0075597493184789933,12.471965183972577,5.1954372507494188e-06,-0.00068724993804354488,-0.0085713572999664023
175,-0.0077608510304252032,12.472064741699768,5.475528065131994e-06,-0.00070553191185683669,-0.0087994396820136808
176,-0.0080657332832256637,12.472131544504213,5.9141866723758404e-06,-0.00073324848029324217,-0.0091451715010251212
177,-0.0080541064176527632,12.47205827691243,5.8971481988068569e-06,-0.00073219149251388751,-0.0091319349644926953
178,-0.0075438162063976083,12.472192313506351,5.1735602687188364e-06,-0.00068580147330887353,-0.0085534478639942638
179,-0.00818846130871736,12.472244031806358,6.0955362367601113e-06,-0.00074440557351975996,-0.0092844079715752158
180,-0.0081363557259648278,12.472436682473372,6.018207681767331e-06,-0.00073966870236043887,-0.0092254710561978162
181,-0.0083585580458023362,12.472450474020111,6.3514084186406336e-06,-0.00075986891325475786,-0.0094774273873174508
182,-0.0082444425133277599,12.472418581068382,6.1791665777787403e-06,-0.00074949477393888722,-0.0093480125448890238
183,-0.0075145337301399081,12.472377637414269,5.1334742892191269e-06,-0.00068313943001271893,-0.008520372950126566
184,-0.0078241528540999618,12.472432372615041,5.5652152622109614e-06,-0.00071128662309999651,-0.0088714743041604302
185,-0.0078452534619913774,12.472501330348331,5.595272898444335e-06,-0.00071320486018103431,-0.0088954485674188465
186,-0.0084989416819788773,12.472291871233613,6.5665463376070867e-06,-0.00077263106199807971,-0.0096364801140212449
187,-0.0083490843034834498,12.472353933193526,6.3370189733339747e-06,-0.0007590076639530409,-0.0094666122228287391
188,-0.0075929074165942446,12.472488831759192,5.2411130033610803e-06,-0.00069026431059947681,-0.0086093139049139306
189,-0.0078659234452321137,12.472329797986919,5.6247956042047495e-06,-0.00071508394956655574,-0.0089187628522411286
190,-0.0084270273652873873,12.472482797957479,6.4558900195729532e-06,-0.00076609339684430798,-0.0095550867137694437
191,-0.007697549206750455,12.472533223299983,5.3865694354858687e-06,-0.00069977720061367775,-0.0087279943835619524
192,-0.0078245834787506428,12.472469437396699,5.5658278741761374e-06,-0.00071132577079551298,-0.0088719889362796848
193,-0.0076587929881741052,12.472365569811021,5.3324645487004403e-06,-0.00069625390801582776,-0.0086839332701829797
194,-0.0075575961952246903,12.472309110666936,5.1924782045522468e-06,-0.00068705419956588095,-0.0085691523527675166
195,-0.0077139129434826955,12.472445733175849,5.4094957181481693e-06,-0.00070126481304388141,-0.008746487325275519
196,-0.0077746310192523321,12.472035865649239,5.4949897714109602e-06,-0.00070678463811384834,-0.0088150433558458353
197,-0.0077638654029811927,12.472215155755404,5.4797823632371202e-06,-0.00070580594572556296,-0.0088029636133006416
198,-0.0077858272601742514,12.472293164191125,5.5108278295702267e-06,-0.0007078024781976592,-0.0088279200104222025
199,-0.0077750616439032222,12.47206172479887,5.4955985060450069e-06,-0.0007068237858093838,-0.008815549885170651
200,-0.0075687924361468326,12.47211904591467,5.2078744492248641e-06,-0.00068807203964971208,-0.008581716390676529
201,-0.0075563043212722629,12.472451335991739,5.1907031814252611e-06,-0.0006869367564792966,-0.0085677852660920352
202,-0.0079890820953745622,12.472427631770861,5.8023120660576735e-06,-0.00072628019048859651,-0.0090584771162577765
203,-0.0083090362109548132,12.472486676830018,6.2763711595416655e-06,-0.00075536692826861935,-0.0094213039489483719
204,-0.0075287443436180233,12.4724836599292,5.1529083083236711e-06,-0.00068443130396527482,-0.0085365582550509262
205,-0.0073078338977327611,12.472632350041668,4.8549487524410904e-06,-0.0006643485361575237,-0.0082861750437811573
206,-0.0073297957549260393,12.472796124658283,4.884173255357435e-06,-0.00066634506862963988,-0.0083111861896889312
207,-0.0072066371047834234,12.472564685265816,4.7214198509128364e-06,-0.00065514882770758393,-0.0081713861320589099
208,-0.0072914701610005553,12.472717685236647,4.8332306462510421e-06,-0.00066286092372732318,-0.0082676771662260843
209,-0.0072716614270615125,12.472635797928369,4.8070054463467519e-06,-0.00066106012973286474,-0.0082451622386893013
210,-0.007129985916932419,12.472753026074871,4.6215181068776938e-06,-0.00064818053790294716,-0.0080845957655718212
211,-0.0071381677852985857,12.472794400715095,4.6321308482795016e-06,-0.00064892434411805322,-0.0080938999258033696
212,-0.0073306570042277319,12.472583648642475,4.885321101239373e-06,-0.00066642336402070288,-0.0083120211531579318
213,-0.0073358245000378856,12.472558651464134,4.8922110086687355e-06,-0.0006668931363670805,-0.00831786375759728
214,-0.0073043889005259743,12.472613386664998,4.8503724736479139e-06,-0.00066403535459327043,-0.0082822562529188629
215,-0.0072221395922139582,12.472544859917523,4.7417545717658539e-06,-0.00065655814474672352,-0.008188950913497731
216,-0.0072217089675631245,12.472505209220818,4.7411891283801501e-06,-0.00065651899705119316,-0.008188436610673434
217,-0.0072277377126750211,12.472613817650755,4.7491084039295222e-06,-0.00065706706478863832,-0.0081953437514059937
218,-0.0071558233959833394,12.472829310567612,4.6550734976820483e-06,-0.00065052939963484904,-0.0081139421631514965
219,-0.007158837768539243,12.472560375407506,4.6589961996603571e-06,-0.0006508034335035675,-0.008117185116895749
220,-0.0073440063684040045,12.472574166954141,4.9031299581053253e-06,-0.00066763694258218222,-0.0083271512829547704
221,-0.0073483126149124674,12.472675879610865,4.9088816624074274e-06,-0.00066802841953749706,-0.0083321019552599056
222,-0.0072255845894207294,12.472616403565878,4.7462793326249398e-06,-0.00065687132631097537,-0.0081929040795783465
223,-0.0074667343938957199,12.472417719096741,5.0683747735441165e-06,-0.00067879403580870185,-0.0084662027598376415
224,-0.0077203723132454665,12.472465558524179,5.4185589686479229e-06,-0.00070185202847686061,-0.0087538252523579763
225,-0.0072010389843224455,12.472572873996603,4.7140874957937854e-06,-0.00065463990766567682,-0.0081650439545865611
226,-0.0071704646341121583,12.472594423288317,4.6741420971866551e-06,-0.00065186042128292346,-0.0081303906552557658
227,-0.0073160157660988436,12.472581924699124,4.8658260627097136e-06,-0.00066509234237262216,-0.0082954187277325692
228,-0.0071592683931901565,12.472717685236704,4.6595567205210514e-06,-0.00065084258119910512,-0.0081177757728271849
229,-0.0073465901163090779,12.472686654256671,4.9065805760954754e-06,-0.00066787182875537076,-0.0083301560452711098
230,-0.0071153446788036062,12.472986620396801,4.602557263470799e-06,-0.00064684951625487328,-0.008068145361657177
231,-0.0068871136138540182,12.472940073926592,4.3120303572848507e-06,-0.00062610123762309254,-0.0078093232170841076
232,-0.00751151935758402,12.472769834522472,5.1293566417599496e-06,-0.00068286539614400177,-0.0085172229140641435
233,-0.0072385033289461675,12.472928868294943,4.763266403924068e-06,-0.00065804575717692436,-0.0082077579213510627
234,-0.0072587426875360536,12.473105141501058,4.78994049125983e-06,-0.00065988569886691391,-0.0082308237033399245
235,-0.0072565895642818339,12.472683206370069,4.7870992822221835e-06,-0.00065968996038925757,-0.0082281038903580309
236,-0.0073991263237125904,12.472611231735812,4.9770063958415081e-06,-0.00067264784761023554,-0.0083896750991063421
237,-0.0073302263795768617,12.472489693730823,4.88474716144041e-06,-0.00066638421632516927,-0.008311470270180565
238,-0.0074826675059770729,12.472598302160803,5.0900284550004675e-06,-0.00068024250054337027,-0.0084843914573348583
239,-0.0074434806627499657,12.472565547237515,5.0368549433393338e-06,-0.00067668006024999687,-0.0084399364059767178
240,-0.0077031473272114294,12.472538395129993,5.394407158611326e-06,-0.00070028612065558453,-0.0087343455274534118
241,-0.0075963524138011494,12.472489262745022,5.2458699995147768e-06,-0.0006905774921637408,-0.0086132203561056428
242,-0.0078164016103845092,12.472746561287549,5.5541940122565044e-06,-0.00071058196458040996,-0.0088629087552332588
243,-0.0086302822004874439,12.472505209220827,6.7710700781864001e-06,-0.0007845711091352222,-0.0097855672456932212
244,-0.0077940091285404606,12.472479781056684,5.5224162087065485e-06,-0.00070854628441276916,-0.0088373292062811012
245,-0.0080360201823170881,12.472589682444157,5.8706927609643237e-06,-0.00073054728930155343,-0.0091118165830801033
246,-0.007666544231889439,12.472489693730855,5.3432636781379299e-06,-0.00069695856653540357,-0.0086928085380702513
247,-0.0077053004504655893,12.472675017639158,5.3974231847222925e-06,-0.00070048185913323534,-0.0087368825847205372
248,-0.0077500854141539805,12.472490124716668,5.4603476296983888e-06,-0.00070455321946854372,-0.0087875330721587461
249,-0.0083809505276464004,12.472431510643361,6.3854847042596796e-06,-0.00076190459342240007,-0.0095028028591054598
250,-0.0078745359382491383,12.472459093736736,5.6371196584342947e-06,-0.00071586690347719443,-0.0089286206701792922
251,-0.0080200870702356441,12.472648727503419,5.847436055832814e-06,-0.00072909882456687676,-0.0090937935264582947
252,-0.0081169776166765614,12.472438837402551,5.9895750572389368e-06,-0.00073790705606150558,-0.0092035006244149051
